Protein_id	Compartment	Score	Rank
PF3D7_1351100.1-p1	cyto_nucl	13	1
PF3D7_1351100.1-p1	cyto	12.5	2
PF3D7_1351100.1-p1	extr	8	3
PF3D7_1351100.1-p1	nucl	6.5	4
PF3D7_1351100.1-p1	mito	3	5
PF3D7_1351200.1-p1	E.R.	17	1
PF3D7_1351200.1-p1	plas	10	2
PF3D7_1351200.1-p1	pero	5	3
PF3D7_1351200.1-p1	extr_plas	5	4
PF3D7_1351200.1-p1	cysk_plas	5	5
PF3D7_1351200.1-p1	cyto_plas	5	6
PF3D7_1351300.1-p1	plas	25	1
PF3D7_1351300.1-p1	E.R.	6	2
PF3D7_1351400.1-p1	cyto	15	1
PF3D7_1351400.1-p1	cyto_nucl	11.5	2
PF3D7_1351400.1-p1	mito	7	3
PF3D7_1351400.1-p1	nucl	6	4
PF3D7_1351600.1-p1	cyto	19	1
PF3D7_1351600.1-p1	cyto_nucl	16.3333	2
PF3D7_1351600.1-p1	nucl	12.5	3
PF3D7_1351600.1-p1	cyto_plas	10.3333	4
PF3D7_1351700.1-p1	cyto	17	1
PF3D7_1351700.1-p1	cyto_nucl	14.5	2
PF3D7_1351700.1-p1	nucl	10	3
PF3D7_1351700.1-p1	mito	3	4
PF3D7_1351800.2-p1	extr	13	1
PF3D7_1351800.2-p1	E.R.	12	2
PF3D7_1351800.2-p1	plas	3	3
PF3D7_1351800.2-p1	nucl	2	4
PF3D7_1351900.1-p1	cyto	16.5	1
PF3D7_1351900.1-p1	cyto_nucl	15	2
PF3D7_1351900.1-p1	nucl	8.5	3
PF3D7_1351900.1-p1	extr	5	4
PF3D7_1352000.1-p1	pero	9	1
PF3D7_1352000.1-p1	plas	8	2
PF3D7_1352000.1-p1	mito	6	3
PF3D7_1352000.1-p1	nucl	4	4
PF3D7_1352000.1-p1	E.R._mito	4	5
PF3D7_1352000.1-p1	cysk_plas	4	6
PF3D7_1352000.1-p1	cyto_plas	4	7
PF3D7_1352100.1-p1	plas	25	1
PF3D7_1352100.1-p1	E.R.	2	2
PF3D7_1352100.1-p1	pero	2	3
PF3D7_1352200.1-p1	cyto	23	1
PF3D7_1352200.1-p1	mito	5.5	2
PF3D7_1352200.1-p1	mito_pero	4.33333	3
PF3D7_1352200.1-p1	E.R._mito	3.66667	4
PF3D7_1352300.1-p1	cyto	10.5	1
PF3D7_1352300.1-p1	cyto_nucl	9.5	2
PF3D7_1352300.1-p1	mito	9	3
PF3D7_1352300.1-p1	nucl	7.5	4
PF3D7_1352300.1-p1	plas	2	5
PF3D7_1352300.1-p1	pero	2	6
PF3D7_1352400.1-p1	nucl	17	1
PF3D7_1352400.1-p1	cyto_nucl	16.8333	2
PF3D7_1352400.1-p1	cyto	14.5	3
PF3D7_1352400.1-p1	cyto_mito	8.16667	4
PF3D7_1352500.1-p1	extr	21	1
PF3D7_1352500.1-p1	plas	8	2
PF3D7_1352600.1-p1	nucl	14.5	1
PF3D7_1352600.1-p1	cyto_nucl	14	2
PF3D7_1352600.1-p1	cyto	12.5	3
PF3D7_1352600.1-p1	mito	2	4
PF3D7_1352700.1-p1	nucl	20.5	1
PF3D7_1352700.1-p1	cyto_nucl	14.5	2
PF3D7_1352700.1-p1	cyto	7.5	3
PF3D7_1352800.1-p1	cyto	15	1
PF3D7_1352800.1-p1	cyto_nucl	13.3333	2
PF3D7_1352800.1-p1	nucl	10.5	3
PF3D7_1352800.1-p1	cyto_mito	8.33333	4
PF3D7_1352800.1-p1	plas	2.5	5
PF3D7_1352900.1-p1	cyto	17.5	1
PF3D7_1352900.1-p1	cyto_nucl	11.6667	2
PF3D7_1352900.1-p1	cyto_pero	10.3333	3
PF3D7_1352900.1-p1	mito	9	4
PF3D7_1353100.1-p1	plas	25	1
PF3D7_1353100.1-p1	E.R.	4	2
PF3D7_1353200.1-p1	plas	27	1
PF3D7_1353200.1-p1	nucl	3	2
PF3D7_1353300.1-p1	E.R.	29	1
PF3D7_1353400.1-p1	nucl	32	1
PF3D7_1353500.1-p1	cyto	19.5	1
PF3D7_1353500.1-p1	cyto_nucl	15.5	2
PF3D7_1353500.1-p1	nucl	6.5	3
PF3D7_1353500.1-p1	extr	4	4
PF3D7_1353600.1-p1	plas	25	1
PF3D7_1353600.1-p1	E.R.	3	2
PF3D7_1353600.1-p1	pero	2	3
PF3D7_1353700.1-p1	plas	16	1
PF3D7_1353700.1-p1	nucl	6	2
PF3D7_1353700.1-p1	cyto	5	3
PF3D7_1353700.1-p1	pero	2	4
PF3D7_1353800.1-p1	mito	19	1
PF3D7_1353800.1-p1	cyto	6.5	2
PF3D7_1353800.1-p1	cyto_nucl	6.5	3
PF3D7_1353800.1-p1	nucl	3.5	4
PF3D7_1353900.1-p1	cyto	23.5	1
PF3D7_1353900.1-p1	cyto_nucl	17.3333	2
PF3D7_1353900.1-p1	cyto_plas	13	3
PF3D7_1353900.1-p1	nucl	5	4
PF3D7_1354000.1-p1	nucl	23	1
PF3D7_1354000.1-p1	cyto_nucl	17	2
PF3D7_1354000.1-p1	cyto	9	3
PF3D7_1354100.1-p1	cyto	18.5	1
PF3D7_1354100.1-p1	cyto_nucl	17.5	2
PF3D7_1354100.1-p1	nucl	11.5	3
PF3D7_1354200.1-p1	plas	29	1
PF3D7_1354300.1-p1	cyto_nucl	20	1
PF3D7_1354300.1-p1	nucl	18	2
PF3D7_1354300.1-p1	cyto	14	3
PF3D7_1354400.1-p1	plas	26	1
PF3D7_1354400.1-p1	extr	3	2
PF3D7_1354500.1-p1	cyto	24	1
PF3D7_1354500.1-p1	cyto_nucl	16.5	2
PF3D7_1354500.1-p1	nucl	7	3
PF3D7_1354600.1-p1	nucl	12.5	1
PF3D7_1354600.1-p1	cyto_nucl	11	2
PF3D7_1354600.1-p1	cyto	8.5	3
PF3D7_1354600.1-p1	extr	7	4
PF3D7_1354700.1-p1	cyto	17	1
PF3D7_1354700.1-p1	cyto_nucl	16	2
PF3D7_1354700.1-p1	nucl	11	3
PF3D7_1354800.1-p1	cyto	22.5	1
PF3D7_1354800.1-p1	cyto_pero	12	2
PF3D7_1354800.1-p1	nucl	4	3
PF3D7_1354800.1-p1	mito	2	4
PF3D7_1354800.1-p1	cysk	2	5
PF3D7_1354900.1-p1	cyto	16.5	1
PF3D7_1354900.1-p1	cyto_nucl	15.5	2
PF3D7_1354900.1-p1	nucl	13.5	3
PF3D7_1355100.1-p1	nucl	29	1
PF3D7_1355200.1-p1	mito	21	1
PF3D7_1355200.1-p1	cyto_nucl	6	2
PF3D7_1355200.1-p1	nucl	5.5	3
PF3D7_1355200.1-p1	cyto	5.5	4
PF3D7_1355300.1-p1	cyto	24.5	1
PF3D7_1355300.1-p1	cyto_nucl	14	2
PF3D7_1355300.1-p1	nucl	2.5	3
PF3D7_1355300.1-p1	pero	2	4
PF3D7_1355500.1-p1	cyto	21.5	1
PF3D7_1355500.1-p1	cyto_nucl	16.1667	2
PF3D7_1355500.1-p1	cyto_pero	12.3333	3
PF3D7_1355500.1-p1	cyto_plas	11.8333	4
PF3D7_1355500.1-p1	nucl	7.5	5
PF3D7_1355600.1-p1	cyto_nucl	17	1
PF3D7_1355600.1-p1	cyto	16.5	2
PF3D7_1355600.1-p1	nucl	14.5	3
PF3D7_1355700.1-p1	cyto	19.5	1
PF3D7_1355700.1-p1	cyto_nucl	17.8333	2
PF3D7_1355700.1-p1	nucl	12	3
PF3D7_1355700.1-p1	cyto_mito	10.8333	4
PF3D7_1355800.1-p1	nucl	16.5	1
PF3D7_1355800.1-p1	cyto_nucl	15	2
PF3D7_1355800.1-p1	cyto	12.5	3
PF3D7_1355900.1-p1	cyto	20	1
PF3D7_1355900.1-p1	cyto_nucl	16.5	2
PF3D7_1355900.1-p1	nucl	11	3
PF3D7_1356000.1-p1	cyto	17	1
PF3D7_1356000.1-p1	cyto_nucl	17	2
PF3D7_1356000.1-p1	nucl	15	3
PF3D7_1356100.1-p1	cyto_nucl	18	1
PF3D7_1356100.1-p1	nucl	17	2
PF3D7_1356100.1-p1	cyto	13	3
PF3D7_1356200.1-p1	cyto	13.5	1
PF3D7_1356200.1-p1	cyto_nucl	10.5	2
PF3D7_1356200.1-p1	mito	5	3
PF3D7_1356200.1-p1	nucl	4.5	4
PF3D7_1356200.1-p1	extr	3	5
PF3D7_1356200.1-p1	E.R.	3	6
PF3D7_1356200.1-p1	mito_pero	3	7
PF3D7_1356300.1-p1	cyto	16.5	1
PF3D7_1356300.1-p1	cyto_nucl	15	2
PF3D7_1356300.1-p1	nucl	8.5	3
PF3D7_1356300.1-p1	mito	3	4
PF3D7_1356400.1-p1	cyto	12.5	1
PF3D7_1356400.1-p1	cyto_nucl	10.5	2
PF3D7_1356400.1-p1	mito	10	3
PF3D7_1356400.1-p1	nucl	7.5	4
PF3D7_1356500.1-p1	plas	30	1
PF3D7_1356600.1-p1	nucl	30	1
PF3D7_1356700.1-p1	cyto	16	1
PF3D7_1356700.1-p1	mito	11.5	2
PF3D7_1356700.1-p1	mito_pero	7	3
PF3D7_1356700.1-p1	pero	1.5	4
PF3D7_1356800.1-p1	nucl	22.5	1
PF3D7_1356800.1-p1	cyto_nucl	17	2
PF3D7_1356800.1-p1	cyto	8.5	3
PF3D7_1356900.1-p1	cyto	25.5	1
PF3D7_1356900.1-p1	cyto_pero	15.5	2
PF3D7_1356900.1-p1	pero	4.5	3
PF3D7_1357000.1-p1	cyto	26	1
PF3D7_1357000.1-p1	mito	5	2
PF3D7_1357200.1-p1	E.R.	28	1
PF3D7_1357200.1-p1	extr	3	2
PF3D7_1357300.1-p1	extr	23	1
PF3D7_1357300.1-p1	cyto	7	2
PF3D7_1357400.1-p1	nucl	27.5	1
PF3D7_1357400.1-p1	cyto_nucl	16	2
PF3D7_1357500.1-p1	nucl	18.5	1
PF3D7_1357500.1-p1	cyto_nucl	17.8333	2
PF3D7_1357500.1-p1	cyto	12	3
PF3D7_1357500.1-p1	cyto_mito	7.16667	4
PF3D7_1357600.1-p1	cyto	22	1
PF3D7_1357600.1-p1	nucl	6	2
PF3D7_1357600.1-p1	mito	4	3
PF3D7_1357700.1-p1	cyto	20	1
PF3D7_1357700.1-p1	cyto_nucl	16	2
PF3D7_1357700.1-p1	nucl	10	3
PF3D7_1357800.1-p1	cyto	27.5	1
PF3D7_1357800.1-p1	cyto_nucl	15	2
PF3D7_1357900.1-p1	cyto	15	1
PF3D7_1357900.1-p1	extr	9	2
PF3D7_1357900.1-p1	mito	4	3
PF3D7_1357900.1-p1	nucl	2	4
PF3D7_1357900.1-p1	golg	2	5
PF3D7_1357900.1-p1	E.R._mito	2	6
PF3D7_1357900.1-p1	mito_pero	2	7
PF3D7_1358000.1-p1	mito	9.5	1
PF3D7_1358000.1-p1	cyto_mito	6.5	2
PF3D7_1358000.1-p1	plas	6	3
PF3D7_1358000.1-p1	E.R.	5	4
PF3D7_1358000.1-p1	pero	5	5
PF3D7_1358000.1-p1	cyto	2.5	6
PF3D7_1358000.1-p1	extr	1	7
PF3D7_1358000.1-p1	nucl	1	8
PF3D7_1358000.1-p1	lyso	1	9
PF3D7_1358000.1-p1	golg	1	10
PF3D7_1358100.1-p1	cyto	18.5	1
PF3D7_1358100.1-p1	cyto_nucl	17.8333	2
PF3D7_1358100.1-p1	nucl	13	3
PF3D7_1358100.1-p1	cyto_plas	10.3333	4
PF3D7_1358200.1-p1	plas	30	1
PF3D7_1358300.1-p1	plas	15	1
PF3D7_1358300.1-p1	pero	11	2
PF3D7_1358300.1-p1	E.R.	2.5	3
PF3D7_1358300.1-p1	extr	2	4
PF3D7_1358300.1-p1	E.R._mito	2	5
PF3D7_1358400.1-p1	plas	14	1
PF3D7_1358400.1-p1	lyso	8	2
PF3D7_1358400.1-p1	mito	7	3
PF3D7_1358400.1-p1	extr_plas	7	4
PF3D7_1358400.1-p1	cysk_plas	7	5
PF3D7_1358400.1-p1	cyto_plas	7	6
PF3D7_1358500.1-p1	cyto	23	1
PF3D7_1358500.1-p1	nucl	4	2
PF3D7_1358500.1-p1	mito	3	3
PF3D7_1358600.1-p1	nucl	24.5	1
PF3D7_1358600.1-p1	cyto_nucl	16	2
PF3D7_1358600.1-p1	cyto	6.5	3
PF3D7_1358700.1-p1	extr	20	1
PF3D7_1358700.1-p1	plas	4	2
PF3D7_1358700.1-p1	cyto	3	3
PF3D7_1358700.1-p1	E.R.	2	4
PF3D7_1358700.1-p1	pero	2	5
PF3D7_1358700.1-p1	cysk_plas	2	6
PF3D7_1358800.1-p1	nucl	21	1
PF3D7_1358800.1-p1	mito	9	2
PF3D7_1358900.1-p1	cyto	23.5	1
PF3D7_1358900.1-p1	cyto_pero	14.5	2
PF3D7_1358900.1-p1	pero	4.5	3
PF3D7_1359000.1-p1	plas	29	1
PF3D7_1359100.1-p1	cyto	19	1
PF3D7_1359100.1-p1	cysk	7	2
PF3D7_1359100.1-p1	nucl	4	3
PF3D7_1359200.1-p1	cyto	18.5	1
PF3D7_1359200.1-p1	cyto_nucl	16.6667	2
PF3D7_1359200.1-p1	cyto_plas	11.5	3
PF3D7_1359200.1-p1	nucl	5.5	4
PF3D7_1359200.1-p1	extr	3	5
PF3D7_1359200.1-p1	mito	3	6
PF3D7_1359300.1-p1	mito	9.5	1
PF3D7_1359300.1-p1	nucl	8	2
PF3D7_1359300.1-p1	cyto_nucl	7.5	3
PF3D7_1359300.1-p1	mito_pero	6.5	4
PF3D7_1359300.1-p1	plas	5	5
PF3D7_1359300.1-p1	cyto	5	6
PF3D7_1359400.1-p1	nucl	32	1
PF3D7_1359500.1-p1	cyto_nucl	13.5	1
PF3D7_1359500.1-p1	cyto	12.5	2
PF3D7_1359500.1-p1	nucl	11.5	3
PF3D7_1359500.1-p1	mito	7	4
PF3D7_1359600.1-p1	nucl	18	1
PF3D7_1359600.1-p1	cyto	11.5	2
PF3D7_1359600.1-p1	cyto_mito	6.5	3
PF3D7_1359700.1-p1	cyto	20.5	1
PF3D7_1359700.1-p1	cyto_mito	12	2
PF3D7_1359700.1-p1	nucl	5	3
PF3D7_1359700.1-p1	mito	2.5	4
PF3D7_1359800.1-p1	extr	11	1
PF3D7_1359800.1-p1	mito	11	2
PF3D7_1359800.1-p1	cyto	7.5	3
PF3D7_1359800.1-p1	cyto_nucl	5	4
PF3D7_1359900.1-p1	plas	29	1
PF3D7_1360000.1-p1	mito	15	1
PF3D7_1360000.1-p1	cyto	12	2
PF3D7_1360000.1-p1	nucl	3	3
PF3D7_1360100.1-p1	nucl	16.5	1
PF3D7_1360100.1-p1	cyto_nucl	16.5	2
PF3D7_1360100.1-p1	cyto	15.5	3
PF3D7_1360200.1-p1	E.R.	14	1
PF3D7_1360200.1-p1	plas	12	2
PF3D7_1360200.1-p1	extr	6	3
PF3D7_1360200.1-p1	cysk_plas	6	4
PF3D7_1360200.1-p1	cyto_plas	6	5
PF3D7_1360300.1-p1	pero	16	1
PF3D7_1360300.1-p1	extr	6	2
PF3D7_1360300.1-p1	E.R.	4	3
PF3D7_1360300.1-p1	plas	3	4
PF3D7_1360400.1-p1	cyto	18.5	1
PF3D7_1360400.1-p1	cyto_nucl	14.8333	2
PF3D7_1360400.1-p1	cyto_pero	10.8333	3
PF3D7_1360400.1-p1	nucl	7	4
PF3D7_1360400.1-p1	plas	2	5
PF3D7_1360400.1-p1	cysk	2	6
PF3D7_1360400.1-p1	cysk_plas	2	7
PF3D7_1360500.1-p1	plas	31	1
PF3D7_1360700.1-p1	nucl	18	1
PF3D7_1360700.1-p1	cyto	13	2
PF3D7_1360800.1-p1	cyto	17	1
PF3D7_1360800.1-p1	mito	13	2
PF3D7_1360800.1-p1	cyto_nucl	10.5	3
PF3D7_1360900.1-p1	nucl	31	1
PF3D7_1361000.1-p1	cyto_nucl	17.3333	1
PF3D7_1361000.1-p1	cyto	15	2
PF3D7_1361000.1-p1	nucl	14.5	3
PF3D7_1361000.1-p1	cyto_plas	8.66667	4
PF3D7_1361100.1-p1	cyto	18	1
PF3D7_1361100.1-p1	cyto_nucl	15	2
PF3D7_1361100.1-p1	nucl	10	3
PF3D7_1361200.1-p1	nucl	21.5	1
PF3D7_1361200.1-p1	cyto_nucl	16.5	2
PF3D7_1361200.1-p1	cyto	8.5	3
PF3D7_1361300.1-p1	plas	17	1
PF3D7_1361300.1-p1	lyso	10	2
PF3D7_1361300.1-p1	E.R._mito	4	3
PF3D7_1361400.1-p1	cyto	20.5	1
PF3D7_1361400.1-p1	cyto_nucl	14	2
PF3D7_1361400.1-p1	mito	6	3
PF3D7_1361400.1-p1	nucl	4.5	4
PF3D7_1361500.1-p1	cyto	21	1
PF3D7_1361500.1-p1	cyto_nucl	18	2
PF3D7_1361500.1-p1	nucl	9	3
PF3D7_1361500.2-p1	cyto	21	1
PF3D7_1361500.2-p1	cyto_nucl	12.5	2
PF3D7_1361500.2-p1	extr	9	3
PF3D7_1361600.1-p1	mito	16	1
PF3D7_1361600.1-p1	cyto	11	2
PF3D7_1361600.1-p1	cyto_nucl	9	3
PF3D7_1361600.1-p1	nucl	5	4
PF3D7_1361700.1-p1	cyto	18	1
PF3D7_1361700.1-p1	mito	9.5	2
PF3D7_1361700.1-p1	E.R._mito	5.5	3
PF3D7_1361700.1-p1	plas	2	4
PF3D7_1361700.1-p1	pero	2	5
PF3D7_1361800.1-p1	plas	32	1
PF3D7_1361900.1-p1	cyto	15	1
PF3D7_1361900.1-p1	cyto_nucl	12	2
PF3D7_1361900.1-p1	nucl	7	3
PF3D7_1361900.1-p1	extr	4	4
PF3D7_1361900.1-p1	mito	3	5
PF3D7_1362000.1-p1	plas	16	1
PF3D7_1362000.1-p1	mito	11	2
PF3D7_1362000.1-p1	cyto	2	3
PF3D7_1362000.1-p1	E.R.	2	4
PF3D7_1362100.1-p1	cysk	19	1
PF3D7_1362100.1-p1	extr	6	2
PF3D7_1362100.1-p1	cyto	6	3
PF3D7_1362200.1-p1	cyto	19	1
PF3D7_1362200.1-p1	cyto_nucl	13.5	2
PF3D7_1362200.1-p1	nucl	6	3
PF3D7_1362200.1-p1	cysk	3	4
PF3D7_1362300.1-p1	extr	14	1
PF3D7_1362300.1-p1	E.R.	11	2
PF3D7_1362300.1-p1	plas	4	3
PF3D7_1362400.1-p1	nucl	20.5	1
PF3D7_1362400.1-p1	cyto_nucl	18	2
PF3D7_1362400.1-p1	cyto	10.5	3
PF3D7_1362500.1-p1	mito	19	1
PF3D7_1362500.1-p1	cyto	8	2
PF3D7_1362500.1-p1	nucl	5	3
PF3D7_1362600.1-p1	cyto	19	1
PF3D7_1362600.1-p1	cyto_nucl	13.8333	2
PF3D7_1362600.1-p1	cyto_pero	12.1667	3
PF3D7_1362600.1-p1	extr	5	4
PF3D7_1362600.1-p1	nucl	3.5	5
PF3D7_1362600.1-p1	pero	3.5	6
PF3D7_1362700.1-p1	nucl	23	1
PF3D7_1362700.1-p1	cyto_nucl	16.8333	2
PF3D7_1362700.1-p1	cyto	8.5	3
PF3D7_1362800.1-p1	plas	29	1
PF3D7_1362900.1-p1	nucl	25	1
PF3D7_1362900.1-p1	cyto_nucl	18	2
PF3D7_1362900.1-p1	cyto	7	3
PF3D7_1363000.1-p1	cyto	20.5	1
PF3D7_1363000.1-p1	cyto_mito	11.6667	2
PF3D7_1363000.1-p1	nucl	7	3
PF3D7_1363100.1-p1	cyto	20	1
PF3D7_1363100.1-p1	cyto_nucl	17.3333	2
PF3D7_1363100.1-p1	nucl	11.5	3
PF3D7_1363100.1-p1	cyto_mito	11	4
PF3D7_1363200.1-p1	cyto	19.5	1
PF3D7_1363200.1-p1	cyto_nucl	13	2
PF3D7_1363200.1-p1	nucl	5.5	3
PF3D7_1363200.1-p1	cysk	4	4
PF3D7_1363300.1-p1	mito	15	1
PF3D7_1363300.1-p1	cyto	10	2
PF3D7_1363300.1-p1	mito_nucl	10	3
PF3D7_1363400.1-p1	cyto	24	1
PF3D7_1363400.1-p1	mito	4	2
PF3D7_1363400.1-p1	mito_pero	4	3
PF3D7_1363400.1-p1	pero	2	4
PF3D7_1363500.1-p1	mito	15	1
PF3D7_1363500.1-p1	cyto	12	2
PF3D7_1363500.1-p1	nucl	5	3
PF3D7_1363600.1-p1	cysk	19	1
PF3D7_1363600.1-p1	cyto	6	2
PF3D7_1363600.1-p1	extr	5	3
PF3D7_1363700.1-p1	plas	12	1
PF3D7_1363700.1-p1	E.R.	12	2
PF3D7_1363700.1-p1	pero	2.5	3
PF3D7_1363700.1-p1	extr	2	4
PF3D7_1363700.1-p1	lyso	2	5
PF3D7_1363700.1-p1	mito_pero	2	6
PF3D7_1363800.1-p1	plas	12.5	1
PF3D7_1363800.1-p1	E.R.	10	2
PF3D7_1363800.1-p1	extr_plas	9	3
PF3D7_1363800.1-p1	extr	4.5	4
PF3D7_1363800.1-p1	pero	2	5
PF3D7_1363800.1-p1	lyso	2	6
PF3D7_1364000.1-p1	cyto	18	1
PF3D7_1364000.1-p1	nucl	7	2
PF3D7_1364000.1-p1	mito_pero	3	3
PF3D7_1364000.1-p1	mito	2	4
PF3D7_1364000.1-p1	pero	2	5
PF3D7_1364100.1-p1	E.R.	15	1
PF3D7_1364100.1-p1	pero	7	2
PF3D7_1364100.1-p1	plas	5	3
PF3D7_1364100.1-p1	extr	4	4
PF3D7_1364200.1-p1	nucl	21	1
PF3D7_1364200.1-p1	cyto_nucl	17	2
PF3D7_1364200.1-p1	cyto	9	3
PF3D7_1364300.1-p1	nucl	32	1
PF3D7_1364400.1-p1	plas	27	1
PF3D7_1364400.1-p1	E.R.	5	2
PF3D7_1364500.1-p1	cyto	20	1
PF3D7_1364500.1-p1	cyto_nucl	18	2
PF3D7_1364500.1-p1	nucl	10	3
PF3D7_1364600.1-p1	E.R.	20	1
PF3D7_1364600.1-p1	extr	3	2
PF3D7_1364600.1-p1	golg	3	3
PF3D7_1364600.1-p1	plas	2	4
PF3D7_1364600.1-p1	pero	2	5
PF3D7_1364800.1-p1	cyto	16.5	1
PF3D7_1364800.1-p1	cyto_nucl	12.5	2
PF3D7_1364800.1-p1	cyto_pero	11	3
PF3D7_1364800.1-p1	cyto_plas	10.1667	4
PF3D7_1364800.1-p1	extr	4	5
PF3D7_1364800.1-p1	nucl	4	6
PF3D7_1364800.1-p1	pero	3.5	7
PF3D7_1364900.1-p1	cyto	14	1
PF3D7_1364900.1-p1	mito	6	2
PF3D7_1364900.1-p1	extr	3	3
PF3D7_1364900.1-p1	E.R.	3	4
PF3D7_1364900.1-p1	pero	3	5
PF3D7_1365000.1-p1	cyto_nucl	16	1
PF3D7_1365000.1-p1	cyto	15.5	2
PF3D7_1365000.1-p1	nucl	13.5	3
PF3D7_1365100.1-p1	cyto_nucl	12.5	1
PF3D7_1365100.1-p1	cyto	11	2
PF3D7_1365100.1-p1	nucl	10	3
PF3D7_1365100.1-p1	mito	9	4
PF3D7_1365200.1-p1	cyto	16	1
PF3D7_1365200.1-p1	extr	13	2
PF3D7_1365200.1-p1	mito	1.5	3
PF3D7_1365200.1-p1	E.R._mito	1.5	4
PF3D7_1365300.1-p1	cyto	25	1
PF3D7_1365300.1-p1	mito	3	2
PF3D7_1365300.1-p1	nucl	2	3
PF3D7_1365300.1-p1	cysk	2	4
PF3D7_1365400.1-p1	cyto	19	1
PF3D7_1365400.1-p1	pero	5	2
PF3D7_1365400.1-p1	E.R._mito	5	3
PF3D7_1365400.1-p1	mito	4	4
PF3D7_1365500.1-p1	mito	13	1
PF3D7_1365500.1-p1	cyto	8	2
PF3D7_1365500.1-p1	nucl	7	3
PF3D7_1365500.1-p1	mito_pero	7	4
PF3D7_1365600.1-p1	cyto	21	1
PF3D7_1365600.1-p1	nucl	6	2
PF3D7_1365600.1-p1	pero	3	3
PF3D7_1365600.1-p1	mito_nucl	3	4
PF3D7_1365700.1-p1	plas	28	1
PF3D7_1365700.1-p1	E.R.	4	2
PF3D7_1365800.1-p1	nucl	26	1
PF3D7_1365800.1-p1	cyto	4	2
PF3D7_1365900.1-p1	extr	13	1
PF3D7_1365900.1-p1	cyto_nucl	11.5	2
PF3D7_1365900.1-p1	cyto	10.5	3
PF3D7_1365900.1-p1	nucl	5.5	4
PF3D7_1366000.1-p1	cyto	19.5	1
PF3D7_1366000.1-p1	cyto_nucl	12.5	2
PF3D7_1366000.1-p1	extr	6	3
PF3D7_1366000.1-p1	pero	3	4
PF3D7_1366000.1-p1	extr_plas	3	5
PF3D7_1366100.1-p1	cyto_nucl	14.5	1
PF3D7_1366100.1-p1	cyto	12.5	2
PF3D7_1366100.1-p1	nucl	11.5	3
PF3D7_1366100.1-p1	extr	3	4
PF3D7_1366100.1-p1	mito	3	5
PF3D7_1366200.1-p1	mito	15	1
PF3D7_1366200.1-p1	cyto	10.5	2
PF3D7_1366200.1-p1	extr	6	3
PF3D7_1366200.1-p1	cyto_nucl	6	4
PF3D7_1366300.1-p1	cyto	17	1
PF3D7_1366300.1-p1	cyto_mito	11.1667	2
PF3D7_1366300.1-p1	nucl	6	3
PF3D7_1366300.1-p1	mito_pero	3.66667	4
PF3D7_1366300.1-p1	mito	3	5
PF3D7_1366300.1-p1	pero	2	6
PF3D7_1366400.1-p1	cyto	14	1
PF3D7_1366400.1-p1	nucl	11	2
PF3D7_1366400.1-p1	extr	3	3
PF3D7_1366400.1-p1	plas	2	4
PF3D7_1366400.1-p1	mito	2	5
PF3D7_1366500.1-p1	cyto	21	1
PF3D7_1366500.1-p1	cyto_nucl	15.6667	2
PF3D7_1366500.1-p1	cyto_plas	12.5	3
PF3D7_1366500.1-p1	nucl	4	4
PF3D7_1366500.1-p1	extr	3	5
PF3D7_1366600.1-p1	cyto	29	1
PF3D7_1366700.1-p1	cyto	20	1
PF3D7_1366700.1-p1	cyto_nucl	12.6667	2
PF3D7_1366700.1-p1	cyto_pero	11	3
PF3D7_1366700.1-p1	cyto_plas	11	4
PF3D7_1366700.1-p1	extr	4	5
PF3D7_1366700.1-p1	nucl	3	6
PF3D7_1366800.1-p1	plas	27	1
PF3D7_1366800.1-p1	golg	3	2
PF3D7_1366900.1-p1	nucl	17	1
PF3D7_1366900.1-p1	cyto_nucl	14.8333	2
PF3D7_1366900.1-p1	cyto	10.5	3
PF3D7_1366900.1-p1	cyto_mito	6.16667	4
PF3D7_1367000.1-p1	cyto	20.5	1
PF3D7_1367000.1-p1	cyto_nucl	13	2
PF3D7_1367000.1-p1	nucl	4.5	3
PF3D7_1367000.1-p1	extr	4	4
PF3D7_1367100.1-p1	nucl	29	1
PF3D7_1367100.1-p1	cyto_nucl	16.5	2
PF3D7_1367200.1-p1	cyto	20	1
PF3D7_1367200.1-p1	cyto_nucl	15.8333	2
PF3D7_1367200.1-p1	cyto_plas	10.8333	3
PF3D7_1367200.1-p1	nucl	10.5	4
PF3D7_1367300.1-p1	extr	15	1
PF3D7_1367300.1-p1	golg	9.5	2
PF3D7_1367300.1-p1	E.R._golg	7	3
PF3D7_1367300.1-p1	E.R.	3.5	4
PF3D7_1367300.1-p1	lyso	2	5
PF3D7_1367300.1-p1	mito_pero	2	6
PF3D7_1367400.1-p1	nucl	19.5	1
PF3D7_1367400.1-p1	cyto_nucl	18.5	2
PF3D7_1367400.1-p1	cyto	12.5	3
PF3D7_1367500.1-p1	golg	10	1
PF3D7_1367500.1-p1	extr	7.5	2
PF3D7_1367500.1-p1	mito	6.5	3
PF3D7_1367500.1-p1	E.R._golg	6.5	4
PF3D7_1367500.1-p1	mito_pero	5.5	5
PF3D7_1367500.1-p1	extr_plas	4.5	6
PF3D7_1367600.1-p1	cyto	16.5	1
PF3D7_1367600.1-p1	cyto_nucl	12.5	2
PF3D7_1367600.1-p1	mito	8	3
PF3D7_1367600.1-p1	nucl	7.5	4
PF3D7_1367700.1-p1	plas	9	1
PF3D7_1367700.1-p1	E.R.	9	2
